File,Disc. Date,R.A.,Dec.,Category,Total Epochs,Epochs Pre-SN,Epochs Post-SN
SDSS-II_SN_16950-FUV.fits.gz,2006-11-11,21h55m54.72s,0d31m00.9336s,pre_post_disc,6,3,3
SDSS-II_SN_16950-NUV.fits.gz,2006-11-11,21h55m54.72s,0d31m00.9336s,pre_post_disc,6,3,3
SDSS-II_SN_16958-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_16973-FUV.fits.gz,2006-11-10,1h40m24.72s,-0d15m09.41s,post_disc,3,0,3
SDSS-II_SN_16973-NUV.fits.gz,2006-11-10,1h40m24.72s,-0d15m09.41s,post_disc,3,0,3
SDSS-II_SN_16975-FUV.fits.gz,2006-11-14,1h54m11.832s,-0d19m40.0296s,pre_post_disc,5,2,3
SDSS-II_SN_16975-NUV.fits.gz,2006-11-14,1h54m11.832s,-0d19m40.0296s,pre_post_disc,13,2,11
SDSS-II_SN_16976-FUV.fits.gz,2006-11-13,1h55m10.848s,-0d24m43.128s,pre_post_disc,8,4,4
SDSS-II_SN_16976-NUV.fits.gz,2006-11-13,1h55m10.848s,-0d24m43.128s,pre_post_disc,14,4,10
SDSS-II_SN_16977-FUV.fits.gz,2006-10-29,2h02m10.8s,-0d17m59s,post_disc,2,0,2
SDSS-II_SN_16977-NUV.fits.gz,2006-10-29,2h02m10.8s,-0d17m59s,post_disc,2,0,2
SDSS-II_SN_17049-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_17049-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_17068-FUV.fits.gz,2006-10-03,1h14m16.368s,-0d07m41.9448s,pre_post_disc,3,1,2
SDSS-II_SN_17068-NUV.fits.gz,2006-10-03,1h14m16.368s,-0d07m41.9448s,pre_post_disc,11,1,10
SDSS-II_SN_17169-FUV.fits.gz,2007-09-05,22h56m23.28s,-0d40m05.5668s,pre_post_disc,5,4,1
SDSS-II_SN_17169-NUV.fits.gz,2007-09-05,22h56m23.28s,-0d40m05.5668s,pre_post_disc,6,5,1
SDSS-II_SN_17191-FUV.fits.gz,2007-09-03,3h32m15.24s,-0d51m24.48s,pre_post_disc,5,2,3
SDSS-II_SN_17191-NUV.fits.gz,2007-09-03,3h32m15.24s,-0d51m24.48s,pre_post_disc,5,2,3
SDSS-II_SN_17205-FUV.fits.gz,2007-09-03,2h26m03.216s,0d48m25.52s,pre_post_disc,30,28,2
SDSS-II_SN_17205-NUV.fits.gz,2007-09-03,2h26m03.216s,0d48m25.52s,pre_post_disc,30,28,2
SDSS-II_SN_17206-FUV.fits.gz,2007-09-03,3h03m56.474s,0d43m41.74s,pre_post_disc,7,1,6
SDSS-II_SN_17206-NUV.fits.gz,2007-09-03,3h03m56.474s,0d43m41.74s,pre_post_disc,8,1,7
SDSS-II_SN_17219-FUV.fits.gz,2007-09-03,0h12m46.6632s,-0d06m08.8416s,pre_post_disc,9,2,7
SDSS-II_SN_17219-NUV.fits.gz,2007-09-03,0h12m46.6632s,-0d06m08.8416s,pre_post_disc,9,2,7
SDSS-II_SN_17272-FUV.fits.gz,2007-09-04,3h08m28.776s,-0d14m48.7068s,post_disc,9,0,9
SDSS-II_SN_17272-NUV.fits.gz,2007-09-04,3h08m28.776s,-0d14m48.7068s,post_disc,10,0,10
SDSS-II_SN_17323-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_17323-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_17324-FUV.fits.gz,2007-09-03,3h10m41.928s,-0d27m07.722s,post_disc,4,0,4
SDSS-II_SN_17324-NUV.fits.gz,2007-09-03,3h10m41.928s,-0d27m07.722s,post_disc,4,0,4
SDSS-II_SN_17337-FUV.fits.gz,2007-09-03,2h12m03.12s,0d14m04.1172s,pre_post_disc,2,1,1
SDSS-II_SN_17337-NUV.fits.gz,2007-09-03,2h12m03.12s,0d14m04.1172s,pre_post_disc,2,1,1
SDSS-II_SN_17370-FUV.fits.gz,2007-09-05,21h07m36.96s,0d11m31.6s,post_disc,2,0,2
SDSS-II_SN_17370-NUV.fits.gz,2007-09-05,21h07m36.96s,0d11m31.6s,post_disc,4,0,4
SDSS-II_SN_17372-FUV.fits.gz,2007-09-03,0h15m45.7224s,-0d04m17.544s,pre_post_disc,8,2,6
SDSS-II_SN_17372-NUV.fits.gz,2007-09-03,0h15m45.7224s,-0d04m17.544s,pre_post_disc,8,2,6
SDSS-II_SN_17395-FUV.fits.gz,2007-09-03,23h37m37.493s,-0d57m02.29s,pre_post_disc,5,4,1
SDSS-II_SN_17395-NUV.fits.gz,2007-09-03,23h37m37.493s,-0d57m02.29s,pre_post_disc,5,4,1
SDSS-II_SN_1740-FUV.fits.gz,2005-09-10,0h21m37.07s,-0d52m51.19s,pre_post_disc,10,3,7
SDSS-II_SN_1740-NUV.fits.gz,2005-09-10,0h21m37.07s,-0d52m51.19s,pre_post_disc,10,3,7
SDSS-II_SN_17408-FUV.fits.gz,2007-09-03,21h09m16.56s,0d47m34.264s,post_disc,2,0,2
SDSS-II_SN_17408-NUV.fits.gz,2007-09-03,21h09m16.56s,0d47m34.264s,post_disc,3,0,3
SDSS-II_SN_1741-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_1741-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_17421-FUV.fits.gz,2007-09-03,23h29m32.577s,0d40m33.52s,pre_post_disc,10,8,2
SDSS-II_SN_17421-NUV.fits.gz,2007-09-03,23h29m32.577s,0d40m33.52s,pre_post_disc,16,9,7
SDSS-II_SN_17423-FUV.fits.gz,2007-09-05,23h02m34.146s,-0d50m18.31s,pre_post_disc,7,5,2
SDSS-II_SN_17423-NUV.fits.gz,2007-09-05,23h02m34.146s,-0d50m18.31s,pre_post_disc,8,6,2
SDSS-II_SN_17433-FUV.fits.gz,2007-09-03,0h12m44.431s,-0d02m03.5412s,pre_post_disc,8,2,6
SDSS-II_SN_17433-NUV.fits.gz,2007-09-03,0h12m44.431s,-0d02m03.5412s,pre_post_disc,8,2,6
SDSS-II_SN_17434-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_17434-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_17455-FUV.fits.gz,2007-09-04,3h06m31.776s,-0d41m13.9632s,post_disc,5,0,5
SDSS-II_SN_17455-NUV.fits.gz,2007-09-04,3h06m31.776s,-0d41m13.9632s,post_disc,6,0,6
SDSS-II_SN_1748-FUV.fits.gz,2005-09-10,23h32m26.92s,-0d28m56.98s,post_disc,6,0,6
SDSS-II_SN_1748-NUV.fits.gz,2005-09-10,23h32m26.92s,-0d28m56.98s,post_disc,11,0,11
SDSS-II_SN_1750-FUV.fits.gz,2005-09-03,23h37m34.623s,-0d28m33.11s,pre_post_disc,6,2,4
SDSS-II_SN_1750-NUV.fits.gz,2005-09-03,23h37m34.623s,-0d28m33.11s,pre_post_disc,6,2,4
SDSS-II_SN_17508-FUV.fits.gz,2007-09-03,0h44m24.384s,0d40m03.1908s,pre_post_disc,7,1,6
SDSS-II_SN_17508-NUV.fits.gz,2007-09-03,0h44m24.384s,0d40m03.1908s,pre_post_disc,7,1,6
SDSS-II_SN_17527-FUV.fits.gz,2007-09-03,0h01m04.9337s,-0d10m27.9228s,pre_post_disc,4,1,3
SDSS-II_SN_17527-NUV.fits.gz,2007-09-03,0h01m04.9337s,-0d10m27.9228s,pre_post_disc,4,1,3
SDSS-II_SN_17542-FUV.fits.gz,2007-09-03,22h18m42.96s,0d40m18.062s,pre_post_disc,88,82,6
SDSS-II_SN_17542-NUV.fits.gz,2007-09-03,22h18m42.96s,0d40m18.062s,pre_post_disc,131,84,47
SDSS-II_SN_17577-FUV.fits.gz,2007-09-05,22h07m39.55s,-1d03m16.7s,pre_post_disc,6,5,1
SDSS-II_SN_17577-NUV.fits.gz,2007-09-05,22h07m39.55s,-1d03m16.7s,pre_post_disc,8,7,1
SDSS-II_SN_17641-FUV.fits.gz,2007-09-04,2h30m33.288s,-1d10m25.212s,pre_post_disc,3,2,1
SDSS-II_SN_17641-NUV.fits.gz,2007-09-04,2h30m33.288s,-1d10m25.212s,pre_post_disc,3,2,1
SDSS-II_SN_17642-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_17647-FUV.fits.gz,2007-09-14,2h17m07.728s,-0d48m05.59s,pre_post_disc,5,3,2
SDSS-II_SN_17647-NUV.fits.gz,2007-09-14,2h17m07.728s,-0d48m05.59s,pre_post_disc,5,3,2
SDSS-II_SN_1765-FUV.fits.gz,2005-09-03,0h11m27.9408s,-0d26m50.9028s,post_disc,8,0,8
SDSS-II_SN_1765-NUV.fits.gz,2005-09-03,0h11m27.9408s,-0d26m50.9028s,post_disc,8,0,8
SDSS-II_SN_17667-FUV.fits.gz,2007-09-04,2h29m25.032s,-0d49m10.7256s,pre_post_disc,6,2,4
SDSS-II_SN_17667-NUV.fits.gz,2007-09-04,2h29m25.032s,-0d49m10.7256s,pre_post_disc,6,2,4
SDSS-II_SN_17687-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_17687-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_17692-FUV.fits.gz,2007-09-05,22h48m15.36s,0d53m43.318s,pre_post_disc,6,5,1
SDSS-II_SN_17692-NUV.fits.gz,2007-09-05,22h48m15.36s,0d53m43.318s,pre_post_disc,6,5,1
SDSS-II_SN_17716-FUV.fits.gz,2007-09-04,1h31m04.2s,0d29m45.683s,pre_post_disc,4,2,2
SDSS-II_SN_17716-NUV.fits.gz,2007-09-04,1h31m04.2s,0d29m45.683s,pre_post_disc,4,2,2
SDSS-II_SN_17737-FUV.fits.gz,2007-09-04,3h01m50.304s,0d36m18.803s,pre_post_disc,4,1,3
SDSS-II_SN_17737-NUV.fits.gz,2007-09-04,3h01m50.304s,0d36m18.803s,pre_post_disc,4,1,3
SDSS-II_SN_17740-NUV.fits.gz,2007-09-04,2h39m49.608s,0d54m44.996s,single,1,0,1
SDSS-II_SN_17743-FUV.fits.gz,2007-09-04,3h38m39.456s,0d58m18.41s,pre_post_disc,2,1,1
SDSS-II_SN_17743-NUV.fits.gz,2007-09-04,3h38m39.456s,0d58m18.41s,pre_post_disc,2,1,1
SDSS-II_SN_17748-FUV.fits.gz,2007-09-14,0h39m13.673s,-0d16m39.05s,pre_post_disc,7,2,5
SDSS-II_SN_17748-NUV.fits.gz,2007-09-14,0h39m13.673s,-0d16m39.05s,pre_post_disc,7,2,5
SDSS-II_SN_17773-FUV.fits.gz,2007-09-04,2h13m08.214s,-0d18m22.53s,pre_post_disc,3,1,2
SDSS-II_SN_17773-NUV.fits.gz,2007-09-04,2h13m08.214s,-0d18m22.53s,pre_post_disc,3,1,2
SDSS-II_SN_1778-NUV.fits.gz,2005-09-03,22h26m38.88s,0d22m39.09s,single,1,0,1
SDSS-II_SN_17803-FUV.fits.gz,2007-09-13,22h33m43.92s,-0d27m37.224s,single,1,1,0
SDSS-II_SN_17803-NUV.fits.gz,2007-09-13,22h33m43.92s,-0d27m37.224s,pre_post_disc,2,1,1
SDSS-II_SN_17816-FUV.fits.gz,2007-09-05,23h56m38.16s,-0d27m39.4452s,pre_post_disc,5,2,3
SDSS-II_SN_17816-NUV.fits.gz,2007-09-05,23h56m38.16s,-0d27m39.4452s,pre_post_disc,5,2,3
SDSS-II_SN_1782-NUV.fits.gz,2005-09-03,22h31m23.04s,0d14m57.793s,single,1,0,1
SDSS-II_SN_17820-FUV.fits.gz,2007-09-05,1h04m33.527s,-0d27m59.26s,pre_post_disc,6,1,5
SDSS-II_SN_17820-NUV.fits.gz,2007-09-05,1h04m33.527s,-0d27m59.26s,pre_post_disc,6,1,5
SDSS-II_SN_17829-FUV.fits.gz,2007-09-14,3h32m07.58s,-0d50m07.7s,pre_post_disc,5,2,3
SDSS-II_SN_17829-NUV.fits.gz,2007-09-14,3h32m07.58s,-0d50m07.7s,pre_post_disc,6,2,4
SDSS-II_SN_1783-NUV.fits.gz,2005-09-09,20h37m45.12s,-0d37m40.728s,pre_post_disc,16,7,9
SDSS-II_SN_17835-FUV.fits.gz,2007-09-12,2h27m53.256s,-0d33m12.1212s,pre_post_disc,30,24,6
SDSS-II_SN_17835-NUV.fits.gz,2007-09-12,2h27m53.256s,-0d33m12.1212s,pre_post_disc,37,31,6
SDSS-II_SN_17849-FUV.fits.gz,2007-09-14,1h48m24.7s,0d50m00s,post_disc,4,0,4
SDSS-II_SN_17849-NUV.fits.gz,2007-09-14,1h48m24.7s,0d50m00s,post_disc,4,0,4
SDSS-II_SN_17851-FUV.fits.gz,2007-09-03,2h25m11.016s,0d45m33.03s,pre_post_disc,8,6,2
SDSS-II_SN_17851-NUV.fits.gz,2007-09-03,2h25m11.016s,0d45m33.03s,pre_post_disc,8,6,2
SDSS-II_SN_17902-FUV.fits.gz,2007-09-03,0h44m31.08s,-0d04m37.1172s,pre_post_disc,4,1,3
SDSS-II_SN_17902-NUV.fits.gz,2007-09-03,0h44m31.08s,-0d04m37.1172s,pre_post_disc,4,1,3
SDSS-II_SN_17906-FUV.fits.gz,2007-09-15,3h44m56.52s,0d24m08.7s,pre_post_disc,2,1,1
SDSS-II_SN_17906-NUV.fits.gz,2007-09-15,3h44m56.52s,0d24m08.7s,pre_post_disc,2,1,1
SDSS-II_SN_17908-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_17908-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_17915-FUV.fits.gz,2007-09-03,3h30m19.176s,0d24m19.847s,pre_post_disc,3,1,2
SDSS-II_SN_17915-NUV.fits.gz,2007-09-03,3h30m19.176s,0d24m19.847s,pre_post_disc,4,1,3
SDSS-II_SN_17925-FUV.fits.gz,2007-09-05,23h05m13.447s,0d18m14.53s,pre_post_disc,3,2,1
SDSS-II_SN_17925-NUV.fits.gz,2007-09-05,23h05m13.447s,0d18m14.53s,pre_post_disc,4,3,1
SDSS-II_SN_17927-FUV.fits.gz,2007-09-13,22h19m26.16s,0d39m12.154s,pre_post_disc,84,79,5
SDSS-II_SN_17927-NUV.fits.gz,2007-09-13,22h19m26.16s,0d39m12.154s,pre_post_disc,126,81,45
SDSS-II_SN_17928-FUV.fits.gz,2007-09-15,23h53m52.8s,1d06m51.3s,pre_post_disc,9,4,5
SDSS-II_SN_17928-NUV.fits.gz,2007-09-15,23h53m52.8s,1d06m51.3s,pre_post_disc,9,4,5
SDSS-II_SN_17934-FUV.fits.gz,2007-09-22,0h47m02.856s,-0d11m07.1088s,pre_post_disc,4,1,3
SDSS-II_SN_17934-NUV.fits.gz,2007-09-22,0h47m02.856s,-0d11m07.1088s,pre_post_disc,4,1,3
SDSS-II_SN_17945-FUV.fits.gz,2007-09-14,1h47m00.689s,-0d18m07.65s,pre_post_disc,3,2,1
SDSS-II_SN_17945-NUV.fits.gz,2007-09-14,1h47m00.689s,-0d18m07.65s,pre_post_disc,3,2,1
SDSS-II_SN_17949-FUV.fits.gz,2007-09-14,1h56m49.235s,-0d14m07.91s,pre_post_disc,4,2,2
SDSS-II_SN_17949-NUV.fits.gz,2007-09-14,1h56m49.235s,-0d14m07.91s,pre_post_disc,10,2,8
SDSS-II_SN_17952-FUV.fits.gz,2007-09-14,1h50m04.173s,0d04m46.87s,post_disc,5,0,5
SDSS-II_SN_17952-NUV.fits.gz,2007-09-14,1h50m04.173s,0d04m46.87s,post_disc,5,0,5
SDSS-II_SN_17957-FUV.fits.gz,2007-09-14,1h34m21.384s,-0d40m14.5596s,pre_post_disc,5,2,3
SDSS-II_SN_17957-NUV.fits.gz,2007-09-14,1h34m21.384s,-0d40m14.5596s,pre_post_disc,5,2,3
SDSS-II_SN_17965-FUV.fits.gz,2007-09-14,22h43m17.68s,-0d45m31.65s,pre_post_disc,4,2,2
SDSS-II_SN_17965-NUV.fits.gz,2007-09-14,22h43m17.68s,-0d45m31.65s,pre_post_disc,6,2,4
SDSS-II_SN_17967-FUV.fits.gz,2007-09-14,23h02m07.102s,-0d39m34.87s,pre_post_disc,10,6,4
SDSS-II_SN_17967-NUV.fits.gz,2007-09-14,23h02m07.102s,-0d39m34.87s,pre_post_disc,11,7,4
SDSS-II_SN_17976-FUV.fits.gz,2007-09-14,0h20m35.2608s,-1d15m07.848s,pre_post_disc,5,2,3
SDSS-II_SN_17976-NUV.fits.gz,2007-09-14,0h20m35.2608s,-1d15m07.848s,pre_post_disc,5,2,3
SDSS-II_SN_17999-FUV.fits.gz,2007-09-14,1h00m46.944s,0d31m04.7028s,pre_post_disc,3,1,2
SDSS-II_SN_17999-NUV.fits.gz,2007-09-14,1h00m46.944s,0d31m04.7028s,pre_post_disc,3,1,2
SDSS-II_SN_18010-FUV.fits.gz,2007-09-14,1h31m31.704s,0d59m19.259s,post_disc,15,0,15
SDSS-II_SN_18010-NUV.fits.gz,2007-09-14,1h31m31.704s,0d59m19.259s,post_disc,15,0,15
SDSS-II_SN_18034-FUV.fits.gz,2007-09-03,1h08m32.424s,-0d13m06.3372s,pre_post_disc,3,1,2
SDSS-II_SN_18034-NUV.fits.gz,2007-09-03,1h08m32.424s,-0d13m06.3372s,pre_post_disc,7,1,6
SDSS-II_SN_18038-FUV.fits.gz,2007-09-14,1h25m49.08s,-0d13m15.1644s,pre_post_disc,7,2,5
SDSS-II_SN_18038-NUV.fits.gz,2007-09-14,1h25m49.08s,-0d13m15.1644s,pre_post_disc,7,2,5
SDSS-II_SN_18047-FUV.fits.gz,2007-09-14,1h28m17.812s,-0d39m28.72s,pre_post_disc,5,2,3
SDSS-II_SN_18047-NUV.fits.gz,2007-09-14,1h28m17.812s,-0d39m28.72s,pre_post_disc,6,2,4
SDSS-II_SN_18049-FUV.fits.gz,2007-09-19,0h25m14.55s,-0d22m03.1s,pre_post_disc,5,2,3
SDSS-II_SN_18049-NUV.fits.gz,2007-09-19,0h25m14.55s,-0d22m03.1s,pre_post_disc,5,2,3
SDSS-II_SN_18083-FUV.fits.gz,2007-09-14,2h25m23.805s,-1d12m29.3s,post_disc,2,0,2
SDSS-II_SN_18083-NUV.fits.gz,2007-09-14,2h25m23.805s,-1d12m29.3s,post_disc,2,0,2
SDSS-II_SN_18100-FUV.fits.gz,2007-09-14,1h57m43.872s,0d25m26.886s,pre_disc,4,4,0
SDSS-II_SN_18100-NUV.fits.gz,2007-09-14,1h57m43.872s,0d25m26.886s,pre_post_disc,7,4,3
SDSS-II_SN_18116-FUV.fits.gz,2007-09-04,3h01m54.24s,0d35m08.5164s,pre_post_disc,4,1,3
SDSS-II_SN_18116-NUV.fits.gz,2007-09-04,3h01m54.24s,0d35m08.5164s,pre_post_disc,4,1,3
SDSS-II_SN_18129-FUV.fits.gz,2007-09-14,2h14m36.432s,-0d42m58.0068s,pre_post_disc,5,2,3
SDSS-II_SN_18129-NUV.fits.gz,2007-09-14,2h14m36.432s,-0d42m58.0068s,pre_post_disc,5,2,3
SDSS-II_SN_18139-FUV.fits.gz,2007-09-14,1h52m13.512s,0d10m14.466s,post_disc,4,0,4
SDSS-II_SN_18139-NUV.fits.gz,2007-09-14,1h52m13.512s,0d10m14.466s,post_disc,8,0,8
SDSS-II_SN_18146-FUV.fits.gz,2007-09-05,2h09m43.052s,-0d00m01.49s,pre_post_disc,4,2,2
SDSS-II_SN_18146-NUV.fits.gz,2007-09-05,2h09m43.052s,-0d00m01.49s,pre_post_disc,4,2,2
SDSS-II_SN_18175-FUV.fits.gz,2007-09-14,1h43m58.006s,-0d23m56.29s,pre_post_disc,5,2,3
SDSS-II_SN_18175-NUV.fits.gz,2007-09-14,1h43m58.006s,-0d23m56.29s,pre_post_disc,5,2,3
SDSS-II_SN_18181-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_18181-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_18182-FUV.fits.gz,2007-09-14,2h08m51.936s,-0d19m17.2452s,pre_post_disc,4,2,2
SDSS-II_SN_18182-NUV.fits.gz,2007-09-14,2h08m51.936s,-0d19m17.2452s,pre_post_disc,4,2,2
SDSS-II_SN_18188-FUV.fits.gz,2007-09-14,2h30m29.208s,-0d18m20.1852s,pre_post_disc,27,23,4
SDSS-II_SN_18188-NUV.fits.gz,2007-09-14,2h30m29.208s,-0d18m20.1852s,pre_post_disc,33,29,4
SDSS-II_SN_18189-FUV.fits.gz,2007-09-19,2h31m43.121s,-0d22m03.05s,post_disc,4,0,4
SDSS-II_SN_18189-NUV.fits.gz,2007-09-19,2h31m43.121s,-0d22m03.05s,post_disc,4,0,4
SDSS-II_SN_18201-FUV.fits.gz,2007-09-19,3h09m15.022s,-0d38m40.15s,post_disc,5,0,5
SDSS-II_SN_18201-NUV.fits.gz,2007-09-19,3h09m15.022s,-0d38m40.15s,post_disc,6,0,6
SDSS-II_SN_18218-FUV.fits.gz,2007-09-14,23h17m32.16s,0d56m12.113s,pre_post_disc,6,4,2
SDSS-II_SN_18218-NUV.fits.gz,2007-09-14,23h17m32.16s,0d56m12.113s,pre_post_disc,10,4,6
SDSS-II_SN_18221-FUV.fits.gz,2007-09-14,23h03m34.08s,-0d22m29.9712s,pre_post_disc,11,6,5
SDSS-II_SN_18221-NUV.fits.gz,2007-09-14,23h03m34.08s,-0d22m29.9712s,pre_post_disc,12,7,5
SDSS-II_SN_18224-FUV.fits.gz,2007-09-14,23h12m41.909s,-0d18m46.12s,pre_post_disc,3,2,1
SDSS-II_SN_18224-NUV.fits.gz,2007-09-14,23h12m41.909s,-0d18m46.12s,pre_post_disc,3,2,1
SDSS-II_SN_1823-FUV.fits.gz,2005-09-10,21h02m02.16s,0d21m52.42s,pre_post_disc,9,3,6
SDSS-II_SN_1823-NUV.fits.gz,2005-09-10,21h02m02.16s,0d21m52.42s,pre_post_disc,14,3,11
SDSS-II_SN_18242-FUV.fits.gz,2007-09-05,21h05m22.08s,-0d39m25.4628s,post_disc,2,0,2
SDSS-II_SN_18242-NUV.fits.gz,2007-09-05,21h05m22.08s,-0d39m25.4628s,post_disc,6,0,6
SDSS-II_SN_1825-FUV.fits.gz,2005-09-10,21h07m17.04s,0d21m33.854s,post_disc,2,0,2
SDSS-II_SN_1825-NUV.fits.gz,2005-09-10,21h07m17.04s,0d21m33.854s,post_disc,4,0,4
SDSS-II_SN_18253-FUV.fits.gz,2007-09-15,23h02m20.252s,-0d54m30.23s,pre_post_disc,7,6,1
SDSS-II_SN_18253-NUV.fits.gz,2007-09-15,23h02m20.252s,-0d54m30.23s,pre_post_disc,8,7,1
SDSS-II_SN_18254-FUV.fits.gz,2007-09-05,23h25m33.764s,-0d58m55.94s,pre_post_disc,5,2,3
SDSS-II_SN_18254-NUV.fits.gz,2007-09-05,23h25m33.764s,-0d58m55.94s,pre_post_disc,10,2,8
SDSS-II_SN_18256-FUV.fits.gz,2007-09-05,1h27m34.752s,-0d53m33.2952s,pre_post_disc,6,2,4
SDSS-II_SN_18256-NUV.fits.gz,2007-09-05,1h27m34.752s,-0d53m33.2952s,pre_post_disc,7,2,5
SDSS-II_SN_18273-NUV.fits.gz,2007-09-13,22h18m57.36s,-0d37m49.42s,post_disc,13,0,13
SDSS-II_SN_18275-FUV.fits.gz,2007-09-05,22h55m29.52s,-0d37m20.514s,pre_post_disc,5,4,1
SDSS-II_SN_18275-NUV.fits.gz,2007-09-05,22h55m29.52s,-0d37m20.514s,pre_post_disc,6,5,1
SDSS-II_SN_18276-FUV.fits.gz,2007-09-15,23h09m16.084s,-0d27m28.04s,pre_post_disc,4,3,1
SDSS-II_SN_18276-NUV.fits.gz,2007-09-15,23h09m16.084s,-0d27m28.04s,pre_post_disc,4,3,1
SDSS-II_SN_18283-NUV.fits.gz,2007-09-15,2h39m00.335s,-0d32m44.21s,single,1,0,1
SDSS-II_SN_18288-FUV.fits.gz,2007-09-15,3h06m38.616s,-0d26m04.3476s,post_disc,4,0,4
SDSS-II_SN_18288-NUV.fits.gz,2007-09-15,3h06m38.616s,-0d26m04.3476s,post_disc,5,0,5
SDSS-II_SN_18301-FUV.fits.gz,2007-09-15,23h15m51.997s,0d48m58.82s,pre_post_disc,5,4,1
SDSS-II_SN_18301-NUV.fits.gz,2007-09-15,23h15m51.997s,0d48m58.82s,pre_post_disc,5,4,1
SDSS-II_SN_18304-FUV.fits.gz,2007-09-22,0h08m34.077s,0d48m15.53s,pre_post_disc,7,2,5
SDSS-II_SN_18304-NUV.fits.gz,2007-09-22,0h08m34.077s,0d48m15.53s,pre_post_disc,7,2,5
SDSS-II_SN_18307-FUV.fits.gz,2007-09-14,1h52m52.872s,0d50m01.518s,pre_post_disc,12,2,10
SDSS-II_SN_18307-NUV.fits.gz,2007-09-14,1h52m52.872s,0d50m01.518s,pre_post_disc,19,2,17
SDSS-II_SN_18312-FUV.fits.gz,2007-09-15,2h31m22.464s,0d44m24.954s,post_disc,4,0,4
SDSS-II_SN_18312-NUV.fits.gz,2007-09-15,2h31m22.464s,0d44m24.954s,post_disc,4,0,4
SDSS-II_SN_18333-FUV.fits.gz,2007-09-22,1h17m49.934s,1d07m19.84s,post_disc,2,0,2
SDSS-II_SN_18333-NUV.fits.gz,2007-09-22,1h17m49.934s,1d07m19.84s,post_disc,2,0,2
SDSS-II_SN_18339-FUV.fits.gz,2007-09-22,2h07m29.301s,1d09m33.62s,pre_post_disc,3,2,1
SDSS-II_SN_18339-NUV.fits.gz,2007-09-22,2h07m29.301s,1d09m33.62s,pre_post_disc,3,2,1
SDSS-II_SN_18344-FUV.fits.gz,2007-09-12,2h32m33.552s,1d04m14.448s,post_disc,5,0,5
SDSS-II_SN_18344-NUV.fits.gz,2007-09-12,2h32m33.552s,1d04m14.448s,post_disc,5,0,5
SDSS-II_SN_1835-FUV.fits.gz,2005-09-10,20h50m39.36s,1d04m18.696s,pre_post_disc,9,3,6
SDSS-II_SN_1835-NUV.fits.gz,2005-09-10,20h50m39.36s,1d04m18.696s,pre_post_disc,20,5,15
SDSS-II_SN_18351-FUV.fits.gz,2007-09-15,3h13m22.296s,1d07m25.788s,post_disc,6,0,6
SDSS-II_SN_18351-NUV.fits.gz,2007-09-15,3h13m22.296s,1d07m25.788s,post_disc,7,0,7
SDSS-II_SN_18362-FUV.fits.gz,2007-09-15,0h40m32.786s,-0d10m55.14s,pre_post_disc,5,2,3
SDSS-II_SN_18362-NUV.fits.gz,2007-09-15,0h40m32.786s,-0d10m55.14s,pre_post_disc,5,2,3
SDSS-II_SN_18363-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_18363-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SDSS-II_SN_18374-FUV.fits.gz,2007-09-15,0h10m15.566s,-0d10m37.3s,pre_post_disc,11,1,10
SDSS-II_SN_18374-NUV.fits.gz,2007-09-15,0h10m15.566s,-0d10m37.3s,pre_post_disc,11,1,10
SDSS-II_SN_18380-FUV.fits.gz,2007-09-03,1h10m52.2s,0d16m31.282s,pre_post_disc,3,1,2
SDSS-II_SN_18380-NUV.fits.gz,2007-09-03,1h10m52.2s,0d16m31.282s,pre_post_disc,8,1,7
SDSS-II_SN_18389-FUV.fits.gz,2007-10-11,2h16m35.958s,0d13m46.33s,post_disc,7,0,7
SDSS-II_SN_18389-NUV.fits.gz,2007-10-11,2h16m35.958s,0d13m46.33s,post_disc,7,0,7
SDSS-II_SN_18430-FUV.fits.gz,2007-09-14,1h29m25.789s,0d05m22.33s,pre_post_disc,4,2,2
SDSS-II_SN_18430-NUV.fits.gz,2007-09-14,1h29m25.789s,0d05m22.33s,pre_post_disc,4,2,2
